Donor,codename,New code,recipient,checks
Danish Red Cross,red cross,,red cross,TRUE
Danish Refugee Board,NGOs,,NGOs,TRUE
Danish Refugee Council,NGOs,,NGOs,TRUE
Danish Refugee Council/ICVA,NGOs,,NGOs,TRUE
Danish-ethiopia commen initiative,NGOs,,NGOs,TRUE
Danmission,NGOs,,NGOs,TRUE
Dannon,private sector corporations,,private sector corporations,TRUE
Danube Commission,Other multi,,Other multi,TRUE
Darden Restaurants,private sector corporations,,private sector corporations,TRUE
Darfur Peace and Stability Fund,Other pooled,,Other pooled,TRUE
Dark & Light Foundation,foundations,,foundations,TRUE
Darya Organization for Developing Woman and Community,NGOs,,NGOs,TRUE
Datong,private sector corporations,,private sector corporations,TRUE
Daystar Christian Centre,academia/think/research,,academia/think/research,TRUE
DCH Auto Group,private sector corporations,,private sector corporations,TRUE
DCP-TV,private sector corporations,,private sector corporations,TRUE
DDPS,DAC governments,,DAC governments,TRUE
De Norske Pinsemenigheters Ytremisjon,NGOs,,NGOs,TRUE
Defense for Children InterNational,NGOs,,NGOs,TRUE
DEH Relief and Development Organization,NGOs,,NGOs,TRUE
Dejarup,other,,other,TRUE
Delhaize America Inc,private sector corporations,,private sector corporations,TRUE
DELL,private sector corporations,,private sector corporations,TRUE
Deloitte and Touche,private sector corporations,,private sector corporations,TRUE
Delta Development Program,private individual organisations,,private individual organisations,TRUE
Delvon Assistance for Social Harmony (DASH),NGOs,,NGOs,TRUE
Demining Agency for Afghanistan,NGOs,,NGOs,TRUE
DEMIRA,NGOs,,NGOs,TRUE
Democratic Control of Armed Forces,foundations,,foundations,TRUE
Democratic Iraqi Women Group,NGOs,,NGOs,TRUE
Den norske Advokatforening,private individual organisations,,private individual organisations,TRUE
Den norske dommerforeningen,private individual organisations,,private individual organisations,TRUE
Den norske forfatterforening,private individual organisations,,private individual organisations,TRUE
Den norske Helsingforskomite,NGOs,,NGOs,TRUE
Den Norske Kirke,private individual organisations,,private individual organisations,TRUE
Den norske lægeforening - UD-tilskudd,other,,other,TRUE
Den norske Tibet-komite,other,,other,TRUE
DENAL,other,,other,TRUE
Deniz Feneri Association,NGOs,,NGOs,TRUE
Deniz Feneri Yardimlasma ve Dayanisma Dernegi,other,,other,TRUE
Denmark,DAC governments,,DAC governments,TRUE
DentaQuest,private sector corporations,,private sector corporations,TRUE
Departementenes Servicesenter,other,,other,TRUE
Department of Defense,other,,other,TRUE
Department of Ecumenical Relations and Development,foundations,,foundations,TRUE
Department of Justice and Police,other,,other,TRUE
Department of Settlement and Regional Infrastructure (Kimpraswil),NDD,,National government,FALSE
Desert Locust Control Organization for Eastern Africa,Other multi,,Other multi,TRUE
Desjardins,private sector corporations,,private sector corporations,TRUE
Det Mosaiske Trossamfund,private individual organisations,,private individual organisations,TRUE
Det Norske Menneskerettighetsfond,NGOs,,NGOs,TRUE
Det norske Misjonsforbund,NGOs,,NGOs,TRUE
Detachement d'Intervention contre les Catasrophes et de Formation,NGOs,,NGOs,TRUE
Deutsche Bank AG,private sector corporations,,private sector corporations,TRUE
Deutsche Gesellschaft für InterNationale Zusammenarbeit,private sector corporations,DAC governments,DAC government,FALSE
Deutsche Gesellschaft fur Technische Zusammenarbeit - GTZ,DAC governments,,DAC governments,TRUE
Deutsche Stiftung,foundations,,foundations,TRUE
Deutsche Telekom,private sector corporations,,private sector corporations,TRUE
Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,,NGOs,TRUE
Deutscher Entwicklungsdienst,DAC governments,,DAC governments,TRUE
Deutsches Institute für Arztliche Mission,private individual organisations,,private individual organisations,TRUE
Deutsches Komitee fur Katastrophenvorsorge e.V.,DAC governments,,DAC governments,TRUE
Devcon,other,,other,TRUE
Development Aid from People to People,NGOs,,NGOs,TRUE
Development Alternatives Inc.,NGOs,private sector corporation,private sector corporation,FALSE
Development and Peace,NGOs,,NGOs,TRUE
Development Associates Inc.,private sector corporations,,#N/A,#N/A
Development Education Network for Liberia,NGOs,,NGOs,TRUE
Development Frontiers International,NGOs,,NGOs,TRUE
Development Initiatives,academia/think/research,,academia/think/research,TRUE
Development Initiatives Access Link,other,,other,TRUE
Development of Palestinian Farmer Association - Deir Albalah,other,,other,TRUE
Development Workshop,NGOs,,NGOs,TRUE
Developmental Action Without Border (Nabaa),NGOs,,NGOs,TRUE
Developpement & Paix,NGOs,,NGOs,TRUE
Dewey & LeBoeuf LLP,private sector corporations,,private sector corporations,TRUE
DEZA,DAC governments,,DAC governments,TRUE
DF Young Inc.,private sector corporations,,private sector corporations,TRUE
DHL InterNational,private sector corporations,,private sector corporations,TRUE
DIA,other,,other,TRUE
DIA - Social Justice in development,other,,other,TRUE
DIA Eritrea/ICCO,other,,other,TRUE
Diageo,private sector corporations,,private sector corporations,TRUE
Diakonia World Federation,NGOs,Foundation,Foundation,FALSE
"Diakonia, Sweden",NGOs,,NGOs,TRUE
Diakonie Austria,NGOs,,NGOs,TRUE
Diakonie Emergency Aid,NGOs,,NGOs,TRUE
Diakonie Katastrophenhilfe,NGOs,,NGOs,TRUE
DIAKONISCHES WERK DER EKD,NGOs,,NGOs,TRUE
Dialog Forening,other,,other,TRUE
Dialog InterNational e.V.,private sector corporations,,private sector corporations,TRUE
Diamer Poverty Alleviation Programme,NGOs,,NGOs,TRUE
Digicel Aruba,private sector corporations,,private sector corporations,TRUE
Digicel Foundation,foundations,,Foundation,FALSE
Digicel Group,private sector corporations,,private sector corporations,TRUE
Dinah Falala & Phoebe Sandi Foundation,foundations,,foundations,TRUE
Dinsons (H. Sheikh Noor-ud-Dini & Sons),private sector corporations,,private sector corporations,TRUE
DIOBASS,other,,other,TRUE
Diocese de Hwange,private individual organisations,,private individual organisations,TRUE
Diocese of Ambikapur,private individual organisations,,private individual organisations,TRUE
Diocese of Eldoret,private individual organisations,,private individual organisations,TRUE
Diocese of Gbarnga,private individual organisations,,private individual organisations,TRUE
Diocese of Meru,other,,other,TRUE
Diocese of Padang,private individual organisations,,private individual organisations,TRUE
Diocese of Rumbek,private individual organisations,,private individual organisations,TRUE
Diplomat Freight Services,private sector corporations,,private sector corporations,TRUE
Diplomatische Akademie Wien,academia/think/research,,academia/think/research,TRUE
Direct Aid,NGOs,,NGOs,TRUE
Direct Relief InterNational,NGOs,,NGOs,TRUE
DirectAid,NGOs,,NGOs,TRUE
Direktoratet for samfunnssikkerhet og beredskap,DAC governments,,DAC governments,TRUE
Disabled Children's Care Organization,NGOs,,NGOs,TRUE
Disaster Mitigation Institute,NGOs,,NGOs,TRUE
Disaster Prevention and Preparedness Agency,other,,other,TRUE
Disaster Prevention and Preparedness Commission Ethiopia,NDD,,National government,FALSE
Disaster Relief Agency,NGOs,,NGOs,TRUE
Disaster Resource Network,NGOs,,NGOs,TRUE
Disasters Emergency Committee (UK),NGOs,,NGOs,TRUE
Discover Financial Services,private sector corporations,,private sector corporations,TRUE
Dispositif National de Prévention et de Gestion des Crises Alimentaires,other,,other,TRUE
Dissimilis kult.og komp.senter,other,,other,TRUE
Distribuidora Ambiente,other,,other,TRUE
Div. Assoc.,other,,other,TRUE
Div. E+CIS,other,,other,TRUE
Diverse,other,,other,TRUE
Djibouti,NDD,,National government,FALSE
Djibouti Red Crescent Society,Red Cross,,Red Cross,TRUE
Djibouti Red Cross,red cross,,red cross,TRUE
DJO Incorporated,other,,other,TRUE
DKKV - German Committee for Disaster Reduction,DAC governments,,DAC governments,TRUE
DMR,private sector corporations,,private sector corporations,TRUE
Docs Heal Africa,NGOs,,NGOs,TRUE
"DOCS HEAL AFRICA, Goma",NGOs,,NGOs,TRUE
Doctors of the World,NGOs,,NGOs,TRUE
Doctors Worldwide,NGOs,,NGOs,TRUE
Documentation Center of  Cambodia,NGOs,,NGOs,TRUE
DoES,other,,other,TRUE
Doha Bank,private sector corporations,,private sector corporations,TRUE
Dollar General Corporation,private sector corporations,,private sector corporations,TRUE
Dominican Republic,NDD,,National government,FALSE
Don Bosco Mondo Prokur,NGOs,,NGOs,TRUE
Donegal Peace Centre,other,,other,TRUE
Donor not reported by agency,other,,other,TRUE
Dorcas Aid InterNational,NGOs,,NGOs,TRUE
Double Harvest,NGOs,,NGOs,TRUE
Douleurs san Frontières,NGOs,,NGOs,TRUE
Dow Chemical Corporation,private sector corporations,,private sector corporations,TRUE
Dr Pepper Snapple Group ,private sector corporations,,private sector corporations,TRUE
"Dr. Fresh, Inc",private sector corporations,,private sector corporations,TRUE
"DRK, ICRC, IFRC (details not yet provided)",red cross,,red cross,TRUE
DROPS,NGOs,,NGOs,TRUE
DryLands Coordination Group,private individual organisations,,private individual organisations,TRUE
DSI - Danish Council of Organizations of Disabled People,NGOs,,NGOs,TRUE
Dubai Cares (UAE),NGOs,,NGOs,TRUE
Dun & Bradstreet,private sector corporations,,private sector corporations,TRUE
Dunkin Brands,private sector corporations,,private sector corporations,TRUE
DuPont,private sector corporations,,private sector corporations,TRUE
Dutch InterNational Aid,DAC governments,,DAC governments,TRUE
Dutch Postcode Lottery,other,,other,TRUE
DWF,other,,other,TRUE
DynCorp,private sector corporations,,private sector corporations,TRUE
DZI - German Central Institute for Social Issues ,DAC governments,,DAC governments,TRUE
EADRCC - Euro-Atlantic Disaster Response Coord.Centre,Other multi,,Other multi,TRUE
Eagle Global Logistics,private sector corporations,,private sector corporations,TRUE
Earthquake Relief Fund for Orphans,NGOs,,NGOs,TRUE
East Bay Community Foundation,foundations,,foundations,TRUE
Eastern Community Development and Humanitarian Organization,NGOs,,NGOs,TRUE
Eastman Kodak Charitable Trust,private sector corporations,,private sector corporations,TRUE
Eaton Corp,private sector corporations,,private sector corporations,TRUE
EAUR,other,,other,TRUE
Eaux de Marseille (Société des),other,,other,TRUE
eBay Foundation,foundations,,foundations,TRUE
EC/UNDP Consortium,other,,other,TRUE
ECCRD,other,,other,TRUE
Echelle appui au développement,other,,other,TRUE
Ecolab Inc.,private sector corporations,,private sector corporations,TRUE
Ecole Polytechnique Fédérale De Lausanne,academia/think/research,,academia/think/research,TRUE
Economic & Social Development Centre of Palestine,academia/think/research,NGOs,NGOs,FALSE
Economic Community of West African States,Other multi,,Other multi,TRUE
Economic Research Forum,academia/think/research,,academia/think/research,TRUE
Ecuador,NDD,,National government,FALSE
Ecuador Red Cross,red cross,,red cross,TRUE
Ecuadorian Red Cross,red cross,,red cross,TRUE
EDF9,Other multi,,Other multi,TRUE
Edinburgh Direct Aid,NGOs,,NGOs,TRUE
Edith Wilkins Hope Foundation,foundations,,foundations,TRUE
EDM,other,,other,TRUE
Education Above All Foundation,foundations,,foundations,TRUE
Education Action InterNational,NGOs,,NGOs,TRUE
Education Development Center,academia/think/research,,academia/think/research,TRUE
"Education, Health, Social Awareness and Rehabilitation Foundation",foundations,NGOs,NGOs,FALSE
EFICOR - Evangelical Fellowship of India Commission on Relief ,NGOs,,NGOs,TRUE
Egypt,NDD,,National government,FALSE
Egyptian Red Crescent,red cross,,red cross,TRUE
Egyptian Red Crescent Society,red cross,,red cross,TRUE
Eid Charity,NGOs,,NGOs,TRUE
"Eine Welt Kreis, Zell an der Pram",other,,other,TRUE
Eine Welt-öö Landlerhilfe,other,,other,TRUE
Eisai Co. Ltd.,private sector corporations,,private sector corporations,TRUE
EITI - Extractive Industry Transparency Initiative,Other multi,,Other multi,TRUE
El Barde Primary Helath Care Organization,other,,other,TRUE
El Obeid,NDD,,National government,FALSE
El Ruhama for Development and Humanitarian Aid,other,,other,TRUE
El Ruhama Organization for Development and Humanitarian Aid,NGOs,,NGOs,TRUE
El Salvador,NDD,,National government,FALSE
El Salvador Red Cross,red cross,,red cross,TRUE
Electriciens sans frontières,NGOs,,NGOs,TRUE
Electricite de France,private sector corporations,,private sector corporations,TRUE
Elena Trevisanato Onlus Foundation,foundations,,foundations,TRUE
Eli Lilly ,private sector corporations,,private sector corporations,TRUE
ELIMU,other,,other,TRUE
EMC Corporation,private sector corporations,,private sector corporations,TRUE
"EMCOR Group, Inc",private sector corporations,,private sector corporations,TRUE
EMERCOM,NDD,,National government,FALSE
EMERCOM/Mongolia,NDD,,National government,FALSE
EMERCOM/Russian Federation,NDD,,National government,FALSE
Emergencies Unit for Ethiopia,NDD,,National government,FALSE
EMERGENCY,NGOs,,NGOs,TRUE
Emergency Action Uganda,other,,other,TRUE
Emergency Architects,NGOs,,NGOs,TRUE
Emergency Life Support for Civilian War Victims,other,,other,TRUE
Emergency Management Unit,other,,other,TRUE
Emergency Nutrition Network,NGOs,,NGOs,TRUE
Emergency Organization Group Copenhagen,other,,other,TRUE
Emergency Relief InterNational,NGOs,,NGOs,TRUE
Emergency Response Fund (OCHA),ERF,,ERF,TRUE
Emmanuel InterNational,NGOs,,NGOs,TRUE
Emmanuel InterNational of Canada,NGOs,,NGOs,TRUE
Emmaüs InterNational,NGOs,,NGOs,TRUE
Empress Shoken Fund,private individual organisations,,private individual organisations,TRUE
ENDESA Group,private individual organisations,,private individual organisations,TRUE
Energy Regulators Regional Association,private individual organisations,,private individual organisations,TRUE
Enfance Tiers Monde asbl,NGOs,,NGOs,TRUE
Enfants de Cusco,NGOs,,NGOs,TRUE
Enfants des rizières,NGOs,,NGOs,TRUE
Enfants du Monde,NGOs,,NGOs,TRUE
Enfants du Monde - Droits de l'Homme,NGOs,,NGOs,TRUE
Enfants et Développement,NGOs,,NGOs,TRUE
Enfants Refugies du Monde ,NGOs,,NGOs,TRUE
Eng Oppen Hand fir Malawi,NGOs,,NGOs,TRUE
Enhanced Online News,private sector corporations,,private sector corporations,TRUE
Ensemble Contre la Peine de Mort,private individual organisations,,private individual organisations,TRUE
Entrepreneurs du Monde,NGOs,,NGOs,TRUE
Environment Africa,NGOs,,NGOs,TRUE
EO metterdaad,private individual organisations,,private individual organisations,TRUE
EPER Lausanne,NGOs,,NGOs,TRUE
EPI-Center,NGOs,,NGOs,TRUE
"Episcopal Conference, Peru",academia/think/research,,academia/think/research,TRUE
Episcopal Relief and Development,private individual organisations,,private individual organisations,TRUE
EPRO,other,,other,TRUE
EP-Team,other,,other,TRUE
Equate Petrochemical,private sector corporations,,private sector corporations,TRUE
Equatorial Guinea,NDD,,National government,FALSE
Equatorial Guinea ,NDD,,National government,FALSE
Equilibre,foundations,,foundations,TRUE
EQUIP Liberia,NGOs,,NGOs,TRUE
EQUITAS - InterNational Centre for Human Rights Education,academia/think/research,,academia/think/research,TRUE
ERF Recipients,Other pooled,,Other pooled,TRUE
ERF Recipients,Other pooled,,Other pooled,TRUE
ERF Recipients Outside Appeals,ERF,,ERF,TRUE
ERIC,NGOs,,NGOs,TRUE
Ericsson,private sector corporations,,private sector corporations,TRUE
Erika Weissenböck,other,,other,TRUE
"Erikshjälpen, Sweden",NGOs,,NGOs,TRUE
Eritrea,NDD,,National government,FALSE
Ernesto Sabato Foundation,foundations,,foundations,TRUE
Espana con ACNUR,UN Multi,,UN Multi,TRUE
ESPE,other,,other,TRUE
Esperanza InterNational Foundation,foundations,,foundations,TRUE
Estonia,NDD,,National government,FALSE
Estonia Red Cross,red cross,,red cross,TRUE
Estonian Disaster Relief Team ,NDD,,National government,FALSE
Estonian Public Service Academy,NDD,,National government,FALSE
Estonian Public Service Academy ,NDD,,National government,FALSE
Estonian Rescue Board ,NDD,,National government,FALSE
Estonian Veterinary and Food Laboratory,private sector corporations,,private sector corporations,TRUE
ETANA Press,NGOs,,NGOs,TRUE
Ethiopia,NDD,,National government,FALSE
Ethiopian Mine Action Center,NGOs,,NGOs,TRUE
Ethiopian Muslims Relief and Development Association,NGOs,,NGOs,TRUE
Ethiopian Orthodox Church,private individual organisations,,private individual organisations,TRUE
Ethiopian Red Cross,red cross,,red cross,TRUE
