Donor,Deflatorvalue
Insan Association,1.015410128
INST. UNIV. DE HAUTES ETUDES INT.,1.015410128
Institut Menzingen,1.015410128
Institute for Human Rights and Business,1.015410128
Institute for InterNational Co-operation and Development,1.015410128
Institute for InterNational Social Affairs,1.015410128
Institute for War and Peace Reporting,1.015410128
Institute of Cultural Affairs Japan,1.015410128
Institute of Development Studies,1.015410128
"Institute of Human Rights Communication, Nepal ",1.015410128
Institute of Water and Environment,1.015410128
Instituto Cabo Verdiano de Accao Social Escolar,1.015410128
Instituto Colombiano de Bienestar Familial,1.015410128
Instituto de Directores de Mocambique,1.015410128
Instituto de Estudios del Hambre ,1.015410128
Instituto Dominicano de Desarrollo Integral ,1.015410128
Instituto Sou da Paz,1.015410128
Institutt for Journalistikk,1.015410128
Institutt for Sosiologi og Samfunnsgeografi,1.015410128
Integra LifeSciences Holdings Corporation,1.015410128
Integrated Health Services,1.015410128
Integrated Regional Information Network,1.015410128
Integrated Rural Development and Nature Conservation,1.015410128
Integrated Sustainable Livelihoods,1.015410128
Integrationsrat,1.015410128
Intel,1.015410128
Inter Aide,1.015410128
Inter AmÇricain de CoopÇration Agricole ,1.015410128
Inter Cooperation,1.015410128
Inter Press Service,1.015410128
Inter Religious Council,1.015410128
InterAct,1.015410128
InterAction,1.015410128
Interaction in Development Foundation,1.015410128
Inter-Actions,1.015410128
Inter-American Development Bank,1.015410128
Intercare,1.015410128
Interchurch Medical Assistance,1.015410128
Interchurch Organisation for Development Co-operation,1.015410128
Intergov Authority on Development,1.015410128
Intergov Authority on Development ,1.015410128
Inter-Governmental Agency on Development,1.015410128
Intergovernmental Organization,1.015410128
Interkerkelijke Organisatie voor Ontwikkelingssamenwerking,1.015410128
INTERMON,1.015410128
Intermon Oxfam,1.015410128
InterNational Action Network on Small Arms,1.015410128
InterNational Agricultural Research Center,1.015410128
InterNational Aid,1.015410128
InterNational Aid Hand,1.015410128
InterNational Aid Services,1.015410128
InterNational Aid Services Denmark,1.015410128
InterNational Air Transport Association,1.015410128
InterNational Alert,1.015410128
InterNational Alliances,1.015410128
InterNational Assistance Mission,1.015410128
InterNational Association for Maternal and Neonatal Health ,1.015410128
InterNational Bank for Reconstruction & Development (World Bank),1.015410128
InterNational Business Leaders Forum,1.015410128
InterNational Campaign to Ban Landmines,1.015410128
InterNational Catholic Migration Commission,1.015410128
InterNational Center for Agricultural Research in Dry Areas ,1.015410128
InterNational Center for Integrated Mountain Development,1.015410128
"InterNational Centre for Diarrhoeal Disease Research, Bangladesh",1.015410128
InterNational Centre for Migration Policy Development,1.015410128
InterNational Centre for Transitional Justice,1.015410128
InterNational Cities of Refuge Network,1.015410128
InterNational Civil Defense Organisation,1.015410128
InterNational Coalition to Ban Uranium Weapons,1.015410128
InterNational Commission Against Impunity,1.015410128
International Commission against the Death Penalty - ICDP,1.015410128
InterNational Commission of Jurists,1.015410128
InterNational Commission on Missing Persons,1.015410128
InterNational Committee for the Development of Peoples,1.015410128
InterNational Committee of the Red Cross,1.015410128
InterNational Corn Foundation,1.015410128
InterNational Council of Voluntary Agencies,1.015410128
InterNational Council on Human Rights Policy,1.015410128
InterNational Criminal Court,1.015410128
InterNational Criminal Police Organization - INTERPOL,1.015410128
InterNational Criminal Tribunal for Rwanda,1.015410128
InterNational Crisis Group,1.015410128
InterNational Dalit Solidarity Network,1.015410128
InterNational Development and Relief Foundation,1.015410128
InterNational Development Enterprises,1.015410128
InterNational Development Law Organisation,1.015410128
InterNational Dispensary Association,1.015410128
InterNational Emergency and Development Aid,1.015410128
InterNational Emergency and Development Aid Relief,1.015410128
InterNational Federation of Human Rights,1.015410128
InterNational Federation of Journalist,1.015410128
InterNational Federation of Journalists,1.015410128
InterNational Federation of Red Cross and Red Crescent Societies,1.015410128
InterNational Foundation for Education and Self Help,1.015410128
InterNational Foundation for Election Systems,1.015410128
InterNational Fund for Agricultural Development ,1.015410128
InterNational Health Partners,1.015410128
InterNational HIV/AIDS Alliance,1.015410128
InterNational Human Rights Law Group,1.015410128
InterNational Humanitarian City,1.015410128
InterNational Humanitarian Fact-Finding Commission,1.015410128
InterNational Humanitarian Fund LIBA,1.015410128
InterNational Humanitarian Partnership,1.015410128
InterNational Humanitarian Service,1.015410128
InterNational Humanitarian Service ,1.015410128
InterNational IDEA,1.015410128
International Initiative for Impact Evaluation (3ie),1.015410128
InterNational Institute for Democracy and Electoral Assistance - InterNational IDEA,1.015410128
InterNational Institute of Humanitarian Law,1.015410128
InterNational Institute of Rural Reconstruction ,1.015410128
InterNational Institute of Tropical Agriculture,1.015410128
InterNational Institute of Tropical Agriculture ,1.015410128
International Islamic Charitable Organization,1.015410128
InterNational Islamic Charity Organization,1.015410128
InterNational Islamic Relief,1.015410128
International Islamic Relief Organization,1.015410128
InterNational Labour Organization,1.015410128
InterNational Lifeline Fund,1.015410128
InterNational Maritime Organization,1.015410128
InterNational Media Support,1.015410128
InterNational Medical Corps,1.015410128
InterNational Medical Corps UK,1.015410128
InterNational Medical Support Services,1.015410128
InterNational Movement ATD Fourth World,1.015410128
InterNational News Safety Institute,1.015410128
International NGO Safety Organisation,1.015410128
InterNational NGO Training and Research Centre,1.015410128
"InterNational Nothilfe e.V., Coswig",1.015410128
InterNational Olympic Committee,1.015410128
InterNational Organization for Migration,1.015410128
InterNational Orthodox Christian Charities,1.015410128
InterNational Paper,1.015410128
InterNational Partnership for Human Development,1.015410128
InterNational Peace Academy,1.015410128
InterNational Peace and Cooperation Center (IPCC),1.015410128
InterNational Peace Building Alliance/WSP InterNational,1.015410128
InterNational Peace Research Institute,1.015410128
"InterNational Pen, Writers in Prison Committee",1.015410128
International Planned Parenthood Federation,1.015410128
InterNational Planned Parenthood Federation Western Hemisphere Region ,1.015410128
InterNational Potato Center,1.015410128
InterNational Press Institute,1.015410128
InterNational Programme for the Development of Communication,1.015410128
InterNational Reading Association,1.015410128
InterNational Rehabilitation Council of Tortured Victims,1.015410128
InterNational Relief and Development,1.015410128
InterNational Relief Solutions LLC,1.015410128
InterNational Relief Teams,1.015410128
InterNational Rescue Committee,1.015410128
InterNational Resources Group,1.015410128
InterNational Security Assistance Force,1.015410128
InterNational Security Sector Advisory Team,1.015410128
InterNational Service for Human Rights,1.015410128
InterNational Strategy for Disaster Reduction,1.015410128
"InterNational Strategy for Disaster Reduction, Africa",1.015410128
International Talk Network Ltd,1.015410128
InterNational Telecommunications Union,1.015410128
InterNational Training Inc.,1.015410128
InterNational Trust Fund for Demining and Victim Assistance ,1.015410128
InterNational Volley-Ball Federation,1.015410128
InterNational Voluntary Agencies,1.015410128
International Volunteer Center of Yamagata,1.015410128
InterNational Work Group for Indigenous Affairs,1.015410128
InterNational Youth Foundation,1.015410128
InterNationaler Verein fÅr Frieden und Gerechtigkeit - Pro Humanitate e.V. Kîln,1.015410128
Internews,1.015410128
Internews Europe,1.015410128
Internews Network,1.015410128
"INTERPAL, UK",1.015410128
Interpeace,1.015410128
INTERSOS,1.015410128
"Interstate Products, Inc",1.015410128
"INTERVIDA FOUNDATION, SPAIN",1.015410128
Intervita,1.015410128
Intl Humanitarian Org World View,1.015410128
Inuit Circumpolar Conference,1.015410128
InWent,1.015410128
IOGT-NTO,1.015410128
IOM / UNICEF / UNFPA,1.015410128
IPYS - Instituto Prensa y Sociedad,1.015410128
IQC TBD,1.015410128
Iqra Cultural Center,1.015410128
IRA Fund,1.015410128
Iran,1.015410128
Iran Red Crescent,1.015410128
Iraq,0.858238985
Iraq Trust Fund (OCHA),1.015410128
Iraqi Handicapped Society,1.015410128
Iraqi Red Crescent Society,1.015410128
Iraqi Relief Organisation,1.015410128
Iraqi Southern Sun Association,1.015410128
Iraqi Youth League,1.015410128
Ireland,1.034249527
Ireland Aid Mission,1.015410128
Ireland Red Cross,1.015410128
"IRIS KIM, Inc.",1.015410128
Irish Centre for Human Rights,1.015410128
Irish Red Cross Society,1.015410128
Irish Research Council for the humanities and Social Councils,1.015410128
Irish Sri Lanka Trust Fund,1.015410128
Irish UNMIL Battalion,1.015410128
ISJ,1.015410128
Islamic African Relief Agency,1.015410128
Islamic Centre of Tucson,1.015410128
Islamic Charity Association,1.015410128
Islamic Commission of Care,1.015410128
Islamic Development Bank,1.015410128
Islamic Edu. Scien. Cultural Org.,1.015410128
Islamic Help,1.015410128
ISLAMIC HERITAGE SOCIETY,1.015410128
Islamic Institute of Autism,1.015410128
Islamic Medical Association,1.015410128
Islamic Relief Pakistan,1.015410128
Islamic Relief Worldwide,1.015410128
ISLAMIC SHURA COUNCIL OF MICHIGAN,1.015410128
ISP IN AFRICA,1.015410128
ISPED,1.015410128
ISRA - Islamic Relief Agency,1.015410128
Israel,1.012985949
ISS - Institute for Security Studies,1.015410128
Istanbul InterNational Brotherhood and Assistance Association,1.015410128
ISTITUTO OIKOS ONLUS,1.015410128
Italian Agency for Food Aid (AGEA),1.015410128
Italian Consortium of Solidarity,1.015410128
Italian Development Cooperation,1.015410128
Italian Red Cross,1.015410128
Italy,1.012568818
Italy Red Cross,1.015410128
ITF,1.015410128
ITT Corporation,1.015410128
IUED,1.015410128
J. Smith Lanier & Co.,1.015410128
J. Willard and Alice S. Marriott Foundation,1.015410128
JAFS,1.015410128
JAGAN. L.A.,1.015410128
Jairos Jiri Association,1.015410128
Jamaica,0.954528899
Jamaica Red Cross,1.015410128
Janus e.V,1.015410128
Japan,1.141138961
Japan Actions for Relief Center,1.015410128
Japan Agency for Development and Emergency,1.015410128
Japan America Society of Southern California,1.015410128
Japan Asian Association and Asian Friendship Society,1.015410128
Japan Association for Refugees,1.015410128
Japan Association for UNHCR,1.015410128
Japan Association for WFP,1.015410128
Japan Center for Conflict Prevention,1.015410128
Japan Committee for Refugee Relief,1.015410128
Japan Disaster Relief,1.015410128
Japan Emergency NGO,1.015410128
Japan Emergency NGOs,1.015410128
Japan International Cooperation Agency,1.015410128
Japan Overseas Cooperation Volunteers,1.015410128
Japan Rescue Association,1.015410128
Japan Self Defense Forces,1.015410128
Japan Society,1.015410128
Japan-ASEAN Integration Fund,1.015410128
Japanese Kindergarten Association,1.015410128
Japanese NGOs,1.015410128
Japanese Red Cross,1.015410128
Japanese Red Cross Society,1.015410128
Japanese Society of Georgia,1.015410128
JASMAR,1.015410128
JASMAR Human Security Organization,1.015410128
JC Penny,1.015410128
JCB,1.015410128
JCS - Joint Christian Services,1.015410128
Jefferies Group Inc,1.015410128
Jemael-InterNational,1.015410128
JEOP - Joint Emergency Operation,1.015410128
JERSEY OVERSEAS AID,1.015410128
Jesuit Refugee Service,1.015410128
JHPIEGO,1.015410128
JICA -  Japan InterNational Cooperation Agency,1.015410128
JM Family Enterprises inc. and Southeast Toyota Distributors LLC,1.015410128
Jmaaiat Al ayadi Albaidaa - Lebanon,1.015410128
Johanniter Unfallhilfe e.V.,1.015410128
John D. and Catherine T. MacArthur Foundation,1.015410128
John Deere Foundation,1.015410128
John Hopkins University,1.015410128
"John S Connor, Inc",1.015410128
John S. and James L. Knight Foundation,1.015410128
John Snow InterNational,1.015410128
Johnson & Johnson,1.015410128
Johor Community Development Committee for Women and Family Development ,1.015410128
Joint Christian Services InterNational,1.015410128
"Joint Development Associates, USA",1.015410128
Joint IDP Profiling Service,1.015410128
Joint Mediation Support Team,1.015410128
Joint Military Commission,1.015410128
Joint Mine Action Coordination Team,1.015410128
Joint Research Centre,1.015410128
Joint Saudi Committee for Kosovo Relief/Skopje,1.015410128
Joint Standards Initiative,1.015410128
Jolie-Pitt Foundation,1.015410128
Jones Lang LaSalle,1.015410128
Jordan,1.022014382
JORDAN HASHEMITE CHARITY ORGANIZATION,1.015410128
Jordan Health Aid Society,1.015410128
Jordan National Red Crescent Society,1.015410128
JORDAN RIVER FOUNDATION,1.015410128
Jordanian Charity Association,1.015410128
Jordanian Civil Defense,1.015410128
Jordanian Hashemite Charity Organisation,1.015410128
Jordanian Red Crescent,1.015410128
Jordanian River Society,1.015410128
JP Morgan Chase,1.015410128
JPF - Japan Platform,1.015410128
JSI,1.015410128
JT InterNational Foundation,1.015410128
JTS-Korea,1.015410128
Juba Shine,1.015410128
Jubaland Development Organization,1.015410128
Jubbalandese Charity Centre,1.015410128
Judicial System Monitoring Programme,1.015410128
Juffali Foundation,1.015410128
Juhaina for Industries,1.015410128
Jungbu Annual Conference of the KMC,1.015410128
JUPEDEC (United Youth for the Protection of the Environment and Community Development),1.015410128
Juridisk rÜdgivning for kvinner,1.015410128
Just Associates,1.015410128
Justisdepartementet,1.015410128
KAALO Relief and Development Organisation,1.015410128
Kabakabiya Smallhoders Charitable Society,1.015410128
KADECO,1.015410128
Kadugli Interfaith Coalition,1.015410128
KAFA,1.015410128
Kaiser Permanente,1.015410128
Kanz Humanitarian organization,1.015410128
Karda Systems,1.015410128
Karl Kubel Foundation for Children's Families,1.015410128
"Karolinska Institutet, Department of Public Health Sciences",1.015410128
Karuna Hpaan,1.015410128
Karuna Myanmar Social Services,1.015410128
Karuna Taungngu,1.015410128
Katachel e.V,1.015410128
Katholische MÑnnerbewegung,1.015410128
Kazakh Red Crescent Society,1.015410128
Kazakhstan,0.700181616
Kazakhstan Red Crescent,1.015410128
KCI,1.015410128
Kellogg Corporation,1.015410128
Kenya,1.029396693
Kenya Community Sports Foundation,1.015410128
Kenya Land Alliance,1.015410128
Kenya Red Cross,1.015410128
Kenyan Red Cross Society,1.015410128
Kepal Perempuan,1.015410128
Keren Hayesod,1.015410128
Kerk in Actie - Netherlands,1.015410128
Kerkinactie - Netherlands,1.015410128
KESI,1.015410128
Key Stone,1.015410128
KFUK/KFUM,1.015410128
Khalifa Bin Zyed Al Nehayan Foundation,1.015410128
Khalifa Foundation,1.015410128
Khartoum Teaching Hospital,1.015410128
Kher Khegara Tanzeem,1.015410128
Khoo Teck Puat Foundation,1.015410128
Khuram and Sarbagh Rehabilitation Organization,1.015410128
Khushal Awareness and Development Organization,1.015410128
Kids and Women Organization,1.015410128
Kids in Distressed Situations,1.015410128
Kim Seung-Jung,1.015410128
Kimse Yok Mu Solidarity Foundation,1.015410128
Kinder brauchen uns e.V,1.015410128
KINDER USA,1.015410128
Kinderberg InterNational e.V.,1.015410128
Kinderdorf Pestalozzi,1.015410128
Kindernothilfe e.V.,1.015410128
