country,continent,regionUN,subregionUN,totalpop2015,under5pop,urbanpop,over65pop,u5mr2009,u5mr2010,u5mr2011,u5mr2012,u5mr2013,yearpov125_1,poverty125_1,yearpov125_2,poverty125_2,yearpov125_3,poverty125_3,yearpov125_4,poverty125_4,yearpov2_1,poverty2_1,yearpov2_2,poverty2_2,yearpov2_3,poverty2_3,yearpov2_4,poverty2_4,yearGDP_1,GDP_1,yearGDP_2,GDP_2,yearGDP_3,GDP_3,yearGDP_4,GDP_4,yearGDP_5,GDP_5,year_gini,value_gini,year_stunting_current,prev_stunting_current,number_stunting_current,current_aarr_stunting,reqd_aarr_stunting,stunting_progress,year_u5overweight,prev_u5overweight,number_u5overweight,current_aarr_u5overweight,reqd_aarr_u5overweight,u5overweight_progress,year_wasting,prev_wasting,number_wasting,wasting_progress,year_sev_wasting,number_sev_wasting,prev_sev_wasting,year_ebf_current,value_ebf_current,EBF_progress,year_lbw,LBW,year_stuntingtrend1,rate_stuntingtrend1,year_stuntingtrend2,rate_stuntingtrend2,year_stuntingtrend3,rate_stuntingtrend3,year_stuntingtrend4,rate_stuntingtrend4,year_stuntingtrend5,rate_stuntingtrend5,year_adolOWOB,AdolOW,AdolOB,year_heightBMI,prev_height145,prev_BMI185,year_adult_OB_OW,ow_male,ow_female,ow_bothsexes,ob_male,ob_female,ob_bothsexes,year_WRAanaemia,WRAanaemia_RATE,WRAanaemia_NUMBER,year_WHAtarget_WRAanaemia,WHAtarget_WRAanaemia1,year_vitA_def,prevalence_vita,year_IodineNutrition,Class_IodineNutrition,year_bloodglucose,BGboth,BGmale,BGfemale,year_bloodpressure,BPboth,BPmale,BPfemale,year_cholesterol,cholesterol_BOTH,cholesterol_MALE,cholesterol_FEMALE,YearMAD,MADTotal,YearMDD,MDDtotal,year_UNICEF_ANC_4,value_UNICEF_ANC_4,year_skilled,value_UNICEF_skilled_att,yearearly,early_BF,year_continued_BF,continued_BF,year_UNpop_Unmet_Needs,UnmetneedTotal,year_EBFtrend_1,EBF_trend_1,Source_EBFtrend1,year_EBFtrend_2,EBF_trend_2,Source_EBFtrend_2,year_EBFtrend_3,EBF_trend_3,Source_EBFtrend_3,year_SAM,SAMcoverage_rate,year_vitA_coverage,vitaminAdosecoverage,year_ORS,ORS,year_DTP,DTP3,year_Iodised,householdconsumingsalt,value_undernourishment1991,value_undernourishment2000,value_undernourishment2010,value_undernourishment2015,fruitandveg_gram1990,fruitandveg_gram2000,fruitandveg_gram2010,fruitandveg_gram2011,value_nonstaples1991,value_nonstaples2000,value_nonstaples2009,value_nonstaples2012,gender_inequality_year,gender_inequality_index,gender_inequality_rank,yearphysician,valuephysician,yearnurse,valuenurse,yearhealthworker,valuehealthworker,year_early_childbearing,early_childbearing,year_femaleED_1,rate_femaleED_1,year_femaleED_2,rate_femaleED_2,year_femaleED_3,rate_femaleED_3,year_femaleED_4,rate_femaleED_4,year_femaleED_5,rate_femaleED_5,water_piped1990,water_othimprov1990,water_unimprov1990,water_surface1990,water_piped2000,water_unimprov2000,water_othimprov2000,water_surface2000,water_piped2015,water_othimprov2015,water_unimprov2015,water_surface2015,san_improved1990,san_shared1990,san_othunimprov1990,san_opendef1990,san_improved2000,san_shared2000,san_othunimprov2000,san_opendef2000,san_improved2015,san_shared2015,san_othunimprov2015,san_opendef2015,totag_ppp1990,toteducation_ppp1990,tothealth_ppp1990,totsp_ppp1990,totag_ppp2000,toteducation_ppp2000,tothealth_ppp2000,totsp_ppp2000,totag_ppp2010,toteducation_ppp2010,tothealth_ppp2010,totsp_ppp2010,totag_ppp2012,toteducation_ppp2012,tothealth_ppp2012,totsp_ppp2012,year_code_bf,Code_breastfeeding,year_RTF,RTF_level1,year_maternityprotection,cat_maternityprotection,year_FFI,Fortification,year_policyrank,undernutritionrank_1to126,overnutritionrank_1to116,year_NCDpolicy,hypertension_policy,diabetes_policy,year_SUN,SUN_Process1,SUN_Process2,SUN_Process3,SUN_Process4,SUN_TotalAccomplished
Mozambique,Africa,Africa,Eastern Africa,27122,4538,32,7,107,103,97,91,87,,,2009,61,2002,75,1996,81,,,2009,82,2002,90,1996,93,2014,1115,2013,1064,2012,1017,2011,974,2010,930,2010,30,2011,43,1844,1,5,Off course - Some progress,2011,8,338,-1.409999967,0.9,Off course - No progress,2011,6,261,off course,2011,0,2.299999952,2013,41,Off course no progress,2011,16.9,2011,43,2008,44,2003,47,2001,50,1997,49,,,,2011,3.7,6.9,2014,14,30,22,2,9,5,2011,44,2513,2011,Currently off course,2013,55,1998,Mild iodine deficiency,2008,8,8,8,2008,51,53,49,2008,26,26,26,2011,13,2011,30.1,2011,50.6,2011,54,2011,76.7,2011,91,2011,28.5,2008,36.8,MICS,2011,42.8,DHS,2013,41,NS,2012,26.7,2013,99,2011,55,2013,78,2009,25.1,56.09999847,42,31.79999924,25.29999924,104,56,116,116,25,23,27,28,2013,0.657,146,2012,0.04,2012,0.412,,,,40,2013,25,2012,24,2011,24,2010,23,2009,20,6,29,40,25,7,39,34,20,9,42,38,11,10,2,24,64,14,3,28,55,21,4,36,39,,,,,,,,,3.6,19.3,7.7,0.8,1.8,18.4,10.7,6.2,2014,Law,2003,Medium,2011,No,,Planning, 2015-2019,19,44,2010,Not available,"Available, fully implemented",2014,43,34,43,39,40
Myanmar,Asia,Asia,South-Eastern Asia,54164,4346,35,11,58,56,54,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,66,2009,35,1550,2,3,Off course - Some progress,2009,3,115,-0.959999979,0.0,On course - At risk,2009,8,349,off course,2009,0,2.099999905,2009,24,,2009,8.6,2009,35,2003,41,2000,41,1997,55,,,2007,5.1,0.7,,,,2014,13,22,18,1,4,3,2011,30,4206,2011,Currently off course,2013,15,2001,Optimal iodine nutrition,2008,7,6,7,2008,42,44,40,2008,30,28,33,,,,,2007,73.4,2009-2010,71,2009,75.8,2009,91,2001,19.1,,,.,2000,11.2,MICS,2009-2010,23.6,MICS,2012,,,,2009,60.6,2013,75,2011,68.8,62.59999847,52.40000153,20.20000076,14.19999981,177,245,320,332,32,32,47,49,2013,0.43,83,2012,0.612,2012,1.003,2012,0.21,,13,2010,51,2009,50,2007,46,2006,46,2005,43,5,53,15,27,6,13,61,20,8,73,14,5,,,,,62,9,17,12,80,12,4,4,9.3,15.9,6.5,4.4,17.4,14.2,3.3,2.3,6.3,,,,,,,,2014,Measure drafted awaiting final approval,.,,2011,Partial,,No Fortification,2012-2015,47,116,2010,Not available,Not available,2014,33,32,33,37,34
Namibia,Africa,Africa,Southern Africa,2392,288,41,7,59,56,53,51,50,,,2009,24,2004,32,1993,49,,,2009,43,2004,51,1993,62,2014,9506,2013,9275,2012,8995,2011,8715,2010,8433,2011,35,2013,23,66,4,4,Off course - Some progress,2013,4,12,1.899999976,0.0,On course - Good progress,2013,7,20,off course,2013,0,2.799999952,2013,49,on course,2006,16,,,2013,23,2007,30,2000,30,1992,36,2013,7.5,1.7,2013,0.4,11.1,2014,30,55,43,9,28,19,2011,33,197,2011,Currently off course,2013,39,,,2008,9,9,10,2008,49,51,47,2008,33,31,35,2013,13,2013,31.1,2006,70.4,2006-2007,81,2013,71.2,2013,64,2013,17.5,2000,18.6,DHS,2006-2007,23.9,DHS,2013,48.5,DHS,2012,,2013,62,2006,63.1,2013,89,2000,57.4,35.90000153,30.39999962,37.59999847,42.29999924,126,132,144,155,39,41,45,,2013,0.45,87,2007,0.374,2007,2.775,,,2006-2007,17,2007,70,2006,68,2005,67,2004,67,2003,67,32,38,22,8,40,12,39,10,51,40,1,8,24,8,6,62,27,9,6,58,34,12,6,48,,,,,5.6,25.0,11.2,7.5,6.3,26.2,9.3,2.8,,,,,2014,Measure drafted awaiting final approval,.,,2011,Partial,,Voluntary,2012-2017,63,111,2010,"Available, fully implemented","Available, fully implemented",2014,54,34,43,41,43
Nauru,Oceania,Oceania,Micronesia,10,,100,,39,39,38,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,27,2007,24,0,,4,,2007,3,0,,0.0,,2007,1,0,on course,2007,,0.200000003,2007,67,,2007,27,,,,,,,,,2007,24,2011,44.5,16.7,,,,2014,76,80,78,40,52,46,2011,,,2011,,,,,,2008,14,13,15,2008,44,48,40,2008,46,41,51,,,,,2007,40.2,2007,97,2007,76.4,2007,68,2007,23.5,,,.,,,.,2007,67.2,DHS,2012,,,,2007,23.3,2013,79,,,,,,,,,,,,,,,2013,,,2010,0.714,2008,4.929,2009,0.214,,22,2012,70,2008,69,2007,58,2006,69,2005,50,,,,,,7,93,,68,29,3,,66,31,2,1,66,31,3,1,66,31,0,3,,,,,,,,,,,,,,,,,,.,.,,.,,,Planning,2005-2025,87,19,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Nepal,Asia,Asia,Southern Asia,28441,2807,18,10,48,45,43,41,40,,,2010,24,2003,53,1995,68,,,2010,56,2003,77,1995,89,2014,2265,2013,2173,2012,2118,2011,2044,2010,1999,2011,25,2011,41,1244,3,3,On course - Good progress,2011,2,46,-7.920000076,0.0,On course - At risk,2011,11,344,off course,2011,0,2.900000095,2014,57,off course reversal,2011,17.8,2011,41,2006,49,2001,57,1998,61,1996,66,,,,2011,12.1,19.7,2014,14,21,18,2,5,3,2011,36,2893,2011,Currently off course,2013,38,1997-8,Optimal iodine nutrition,2008,10,10,9,2008,39,38,39,2008,23,22,24,2011,24,2011,28.5,2011,50.1,2011,36,2011,44.5,2011,93,2011,27.5,2006,53,DHS,2011,69.6,DHS,2014,56.9,MICS,2012,4.1,2013,99,2011,39,2013,92,2011,80,22.79999924,22.20000076,10.19999981,7.800000191,201,257,427,455,23,26,29,31,2013,0.479,98,2004,0.209,2004,0.46,2004,0.63,,19,2014,69,2013,68,2012,67,2011,63,2010,60,6,60,27,7,14,18,64,5,24,68,6,2,4,2,6,88,22,9,5,64,46,18,4,32,8.5,10.9,4.8,1.9,5.8,15.3,5.7,3.1,8.6,19.9,7.7,4.1,9.0,21.1,7.6,3.6,2014,Law,2003,Medium low,2011,No,,Mandatory,2013-2016,23,112,2010,Not available,Not available,2014,39,52,42,61,49
Netherlands,Europe,Europe,Western Europe,16844,900,85,36,5,4,4,4,4,,,,,,,,,,,,,,,,,2014,45281,2013,45021,2012,45484,2011,46388,2010,45843,2011,65,,,,,,,,,,,,,,,,,,,,,,,2010,6.3,,,,,,,,,,,,,,,,,2014,64,48,56,21,18,20,2011,18,690,2011,Currently off course,,,1995-6,Optimal iodine nutrition,2008,5,6,4,2008,37,42,31,2008,61,63,58,,,,,,,1998,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,97,,,,,,,582,600,544,673,78,79,74,,2013,0.057,7,2003,3.149,2011,0.162,,,,,2012,129,2011,128,2010,121,2009,119,2008,119,100,0,0,0,100,0,0,0,100,0,0,0,98,2,0,0,98,2,0,0,98,2,0,0,1.3,15.5,10.7,34.9,0.8,11.3,11.2,35.4,0.5,11.4,16.3,33.7,0.4,11.5,17.7,33.3,2014,Many provisions law,2003,Medium high,2011,Yes,,No Fortification,2014-2020,126,116,2010,"Available, partially implemented","Available, fully implemented",,,,,,
New Zealand,Oceania,Oceania,Australia and New Zealand,4596,313,86,29,6,6,6,6,6,,,,,,,,,,,,,,,,,2013,33360,2012,32806,2011,32283,2010,31824,2009,31723,2010,36,,,,,,,,,,,,,,,,,,,,,,,2012,5.7,,,,,,,,,,,,,,,,,2014,69,60,64,28,31,29,2011,15,160,2011,Currently off course,,,1996-9,Mild iodine deficiency,2008,10,11,9,2008,33,38,28,2008,56,57,55,,,,,,,1995,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,92,,,,,,,561,695,635,566,73,70,72,,2013,0.185,34,2010,2.735,2007,10.87,,,,,2012,122,2011,123,2010,122,2009,126,2008,120,100,0,0,0,100,0,0,0,100,0,0,0,,,,,,,,,,,,,1.7,13.7,12.8,34.8,0.6,13.9,15.0,32.9,1.4,14.5,16.2,26.5,1.4,15.3,12.6,24.0,2014,Voluntary,.,,2011,Yes,,No Fortification,,,,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Nicaragua,Americas,Latin America and the Caribbean,Central America,6257,678,59,9,27,26,25,24,24,2009,9,2005,3,2001,14,1998,13,2009,21,2005,16,2001,34,1998,31,2014,4574,2013,4432,2012,4304,2011,4154,2010,3966,2009,36,2006,23,154,2,4,Off course - Some progress,2006,6,41,3.25999999,0.0,On course - Good progress,2006,2,10,on course,2006,0,0.5,2011,32,Off course no progress,2011,7.6,2006,23,2004,19,2001,25,1998,31,1993,30,,,,2001,6.4,3.1,2014,44,55,49,11,23,17,2011,13,204,2011,Currently off course,2013,6,2000,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,9,9,9,2008,39,43,36,2008,30,27,33,,,,,2011,87.8,2011-2012,88,2001,76.3,2006,68,2007,10.7,2001,31.1,DHS,2006-2007,30.6,NS,2011-2012,31.7,NS,2012,,,,2011,65.4,2013,98,2002,96.8,54.40000153,34.79999924,20.29999924,16.60000038,124,109,158,158,51,49,49,,2013,0.458,90,2014,0.897,2014,1.358,,,,28,2010,72,2008,72,2007,73,2006,70,2005,70,51,22,19,8,58,16,21,6,66,21,10,3,44,6,27,23,54,7,23,16,68,9,16,7,,,,,,,,,,,,,,,,,2014,Many provisions law,2003,High,2011,Partial,,Mandatory,2012-2016,36,116,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Niger,Africa,Africa,Western Africa,19268,3991,19,5,132,124,116,110,104,2011,41,2007,42,2005,51,1994,78,2011,76,2007,74,2005,75,1994,92,2014,923,2013,897,2012,891,2011,828,2010,841,1995,43,2012,43,1529,2,7,Off course - Some progress,2012,3,107,-5.380000114,0.0,On course - At risk,2012,19,665,off course,,,,2012,23,on course,2006,27,2012,43,2006,55,2000,54,1998,51,1992,48,,,,2012,0.4,12.5,2014,13,26,19,2,7,4,2011,47,1624,2011,Currently off course,2013,56,1998,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,8,8,8,2008,52,56,49,2008,15,14,17,2012,6,2012,9.8,2012,32.8,2012,29,2012,52.9,2012,93,2012,16,2009,9.9,NS,2010,26.9,NS,2012,23.3,DHS,2012,78.2,2013,96,2012,44.3,2013,70,2012,18.6,27.70000076,22.79999924,11.10000038,9.5,113,185,198,216,23,31,38,,2013,0.674,149,2008,0.019,2008,0.137,,,,48,2012,13,2011,11,2010,11,2009,9,2008,9,4,30,63,3,6,54,38,3,9,49,39,3,4,3,7,86,7,4,8,81,11,7,9,73,19.6,,,,12.0,,,,8.5,,,,7.8,,,,2014,Many provisions law,2003,Medium,2011,Yes,,Mandatory,2012-2015,9,80,2010,Not available,Not available,2014,51,46,21,37,39
Nigeria,Africa,Africa,Western Africa,183523,32160,52,5,136,131,126,122,117,2010,62,2004,62,1996,69,1992,62,2010,82,2004,83,1996,87,1992,80,2014,5607,2013,5423,2012,5291,2011,5217,2010,5114,2009,35,2014,33,10321,3,6,Off course - Some progress,2014,2,565,15.65999985,0.0,On course - Good progress,2014,8,2478,off course,2014,1,2,2013,17,Off course some progress,2011,15.2,2014,33,2013,36,2011,36,2008,41,2007,43,,,,2013,1.3,9.5,2014,26,41,33,6,16,11,2011,49,18095,2011,Currently off course,2013,42,1998,Optimal iodine nutrition,2008,10,8,12,2008,49,47,50,2008,17,14,19,2013,10,2013,19.3,2013,51.1,2013,38,2013,33.2,2013,84,2011,18.9,2008,13.1,DHS,2011,15.1,MICS,2013,17.4,DHS,2012,,2013,70,2013,33.7,2013,58,2011,79.8,21.29999924,9.199999809,6.099999905,7,283,358,353,340,33,35,35,34,2013,,,2009,0.408,2008,1.605,2008,0.137,,29,2010,41,2009,36,2008,32,2007,28,2006,31,12,28,23,37,9,23,43,25,2,67,21,10,38,24,14,24,34,23,18,25,29,24,22,25,4.5,6.0,1.7,,1.6,10.6,2.8,16.0,4.4,5.4,4.1,7.9,2.3,9.4,5.8,2.3,2014,Many provisions law,2003,High,2011,Partial,,Mandatory,2009-2020,108,116,2010,"Available, fully implemented","Available, fully implemented",2014,50,46,29,25,38
Norway,Europe,Europe,Northern Europe,5143,328,81,32,3,3,3,3,3,,,,,,,,,,,,,,,,,2014,64020,2013,63322,2012,63620,2011,62737,2010,62946,1999,53,,,,,,,,,,,,,,,,,,,,,,,2009,5.2,,,,,,,,,,,,,,,,,2014,65,52,59,25,22,23,2011,17,197,2011,Currently off course,,,,,2008,9,11,8,2008,41,46,35,2008,62,64,59,,,,,,,.,,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,94,,,,,,,427,463,548,588,67,68,69,,2013,0.068,9,2012,4.281,2012,17.269,,,,,2012,110,2011,112,2010,112,2009,110,2008,111,100,0,0,0,100,0,0,0,100,0,0,0,98,2,0,0,98,2,0,0,98,2,0,0,4.0,11.2,12.6,33.6,2.5,13.4,16.3,37.0,1.4,13.0,16.5,39.2,1.3,12.6,16.9,38.7,2014,Many provisions law,2003,Medium high,2011,Yes,,No Fortification,2003,83,53,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Oman,Asia,Asia,Western Asia,4158,373,75,6,12,12,12,12,11,,,,,,,,,,,,,,,,,2013,41770,2012,44060,2011,45081,2010,49188,2009,49393,2009,51,2009,10,27,3,5,Off course - Some progress,2009,2,5,-0.610000014,0.0,On course - At risk,2009,7,20,off course,2009,0,0.800000012,,,,2012,10,,,2009,10,1999,13,1994,21,1991,24,,,,,,,2014,66,70,67,27,38,31,2011,35,239,2011,Currently off course,2013,7,1993-4,Mild iodine deficiency,2008,12,12,12,2008,41,43,39,2008,50,48,51,,,,,2008,96.4,2009,99,2000,84.8,2000,95,2008,55.9,,,.,,,.,,,.,2012,,2013,96,,,2013,98,,,15.10000038,10.39999962,,,,,,,58,61,63,61,2013,0.348,64,2012,2.429,2012,5.381,,,,,2011,95,2009,92,2008,88,2007,85,2006,83,21,58,15,6,39,10,45,6,74,19,7,,82,,3,15,89,,2,10,97,,0,3,2.0,10.7,4.6,2.4,1.1,15.2,6.9,8.2,0.8,13.0,4.8,3.6,0.5,10.1,3.5,4.1,2014,Many provisions law,2003,Medium low,.,,,Mandatory,,,,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Pakistan,Asia,Asia,Southern Asia,188144,21363,38,9,94,92,90,88,86,2010,13,2007,17,2005,23,2004,23,2010,51,2007,56,2005,61,2004,60,2014,4619,2013,4454,2012,4337,2011,4261,2010,4220,2005,26,2012,45,9898,-1,4,Off course - No progress,2012,5,1056,-1.169999957,0.0,On course - At risk,2012,11,2310,off course,2012,1,3.299999952,2013,38,Off course no progress,2006,32,2012,45,2011,43,2001,42,,,1992,43,2009,6.5,1,2012,4.8,16.6,2014,21,25,23,4,7,5,2011,51,23300,2011,Currently off course,2013,47,1993-4,Severe iodine deficiency,2008,13,12,14,2008,40,40,39,2008,31,31,31,2013,15,2013,22.2,2012,36.6,2012-2013,52,2013,18,2013,81,2013,20.1,1990-91,19,DHS,2006-2007,37.1,DHS,2013,37.7,DHS,2012,0.5,,0,2012,38,2013,72,2011,69.1,25.10000038,22.39999962,21.70000076,22,166,182,168,163,45,48,51,50,2013,0.563,127,2010,0.827,2010,0.573,2010,0.066,2012-2013,8,2013,32,2012,31,2011,30,2010,30,2009,30,22,64,6,8,28,6,60,5,39,52,7,2,24,2,25,49,37,5,22,37,64,9,14,13,0.8,1.9,0.5,1.6,0.7,0.9,0.6,0.8,3.1,1.9,0.9,0.2,1.9,1.4,0.2,0.3,2014,Law,2003,High,2011,Partial,,No Fortification,2007-2030,64,78,2010,Not available,Not available,2014,54,28,29,31,36
Palau,Oceania,Oceania,Micronesia,21,,87,,20,19,19,18,18,,,,,,,,,,,,,,,,,2014,14078,2013,13153,2012,13532,2011,13034,2010,12113,2004,32,,,,,,,,,,,,,,,,,,,,,,,2010,6.9,,,,,,,,,,,,,,,,,2014,78,81,79,43,52,48,2011,,,2011,,,,,,2008,18,18,19,2008,40,44,36,2008,55,55,55,,,,,2010,81,2010,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,99,,,,,,,,,,,,,,,2013,,,2010,1.381,2010,5.714,,,,,2014,94,2013,92,2004,100,2000,88,1999,105,90,0,10,,92,8,0,,,,,,46,,54,,81,,19,,100,,0,0,,,,,,,,,,,,,,,,,2014,Law,.,,.,,2015,,,,,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Panama,Americas,Latin America and the Caribbean,Central America,3988,370,78,15,20,20,19,19,18,2012,4,2011,4,2010,4,2009,3,2012,9,2011,8,2010,9,2009,8,2014,19637,2013,18793,2012,17627,2011,16254,2010,14921,2004,36,2008,19,70,3,4,Off course - Some progress,,,,,,,2008,1,4,on course,2008,0,0.300000012,2014,22,,2011,8.3,,,,,2008,19,2003,22,1997,22,,,,,,,2014,59,66,62,21,33,27,2011,25,230,2011,Currently off course,2013,9,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,11,11,11,2008,39,43,34,2008,43,40,45,,,,,,,2011,94,2014,47,2014,53,2013,16.4,,,.,1995-1996,25,MICS,2014,21.5,MICS,2012,,,,,,2013,80,,,26.39999962,27.39999962,14.80000019,9.5,299,305,317,294,59,60,55,56,2013,0.506,107,2013,1.65,2013,1.402,,,,,2014,75,2012,86,2011,72,2010,73,2009,72,80,4,10,6,87,7,3,4,92,3,3,2,59,6,23,12,67,6,19,7,75,7,15,3,2.5,13.2,6.9,22.0,1.5,10.7,6.4,20.9,1.7,16.2,10.1,8.7,1.3,14.8,7.0,5.1,2014,Law,2003,High,2011,Yes,,Mandatory,2015-2019,81,116,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Papua New Guinea,Oceania,Oceania,Melanesia,7632,997,13,6,68,67,65,63,61,,,,,,,1996,36,,,,,,,1996,57,2013,2558,2012,2476,2011,2341,2010,2163,2009,2055,2009,31,2010,50,476,-2,5,Off course - No progress,2010,14,133,-32.34000015,4.4,Off course - No progress,2010,14,138,off course,2010,0,6.5,2006,56,,2005,11,,,,,2010,50,2005,44,1983,46,,,,,,,2014,55,66,61,23,33,28,2011,30,516,2011,Currently off course,2013,11,1996,Optimal iodine nutrition,2008,15,15,15,2008,32,34,30,2008,38,37,40,,,,,2006,54.9,2006,53,,,2006,89,2007,27.4,,,.,1996,58.8,DHS,2006,56.1,DHS,2012,89.2,,,,,2013,68,2005,91.9,,,,,,,,,,,,,2013,0.617,135,2010,0.058,2010,0.565,2008,0.624,,14,,,,,,,,,2012,34,12,22,23,43,11,22,24,43,9,31,18,42,20,4,60,16,19,4,63,14,19,3,67,11,7.2,21.0,8.5,1.0,2.6,16.5,5.2,1.7,,,,,,,,,2014,Few provisions law,.,,2011,No,2015,,2010-2030,104,116,2010,"Available, not implemented","Available, not implemented",,,,,,
Paraguay,Americas,Latin America and the Caribbean,South America,7033,779,64,11,25,24,23,23,22,2012,3,2011,4,2010,5,2009,6,2012,8,2011,11,2010,11,2009,12,2014,8038,2013,7833,2012,6975,2011,7186,2010,7008,2012,38,2012,11,82,7,4,On course - Good progress,2012,12,88,-7.400000095,3.9,Off course - No progress,2012,3,20,on course,2012,0,0.400000006,2008,24,,2009,6.3,,,,,2012,11,2005,18,1990,18,,,,,,,2014,48,49,49,13,20,16,2011,19,326,2011,Currently off course,2013,10,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,10,11,10,2008,40,44,35,2008,38,36,40,,,,,2008,90.5,2011,96,2008,47.1,2008,38,2008,4.7,1990,4.8,DHS,2004,21.9,NS,2008,24.4,NS,2012,,,,1990,24.1,2013,86,2011,93.4,19.5,13.30000019,12.39999962,10.39999962,430,404,365,324,56,58,56,56,2013,0.457,88,2012,1.227,2012,1.001,,,,16,2011,71,2010,69,2009,68,2008,68,2007,67,30,23,40,7,51,23,22,3,83,15,2,0,52,2,43,3,69,3,28,1,89,3,8,0,1.3,12.5,4.3,11.6,,,,,,,,,,,,,2014,Few provisions law,2003,Medium high,2011,Partial,,Mandatory,2010-2020,88,116,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Peru,Americas,Latin America and the Caribbean,South America,31161,2925,79,13,21,20,18,18,17,2012,3,2011,3,2010,3,2009,4,2012,8,2011,9,2010,8,2009,10,2014,11514,2013,11395,2012,10913,2011,10429,2010,9915,2010,39,2013,18,512,5,4,On course - Good progress,2012,7,211,3.039999962,0.2,Off course - Some progress,2013,0,12,on course,2013,0,0.100000001,2014,68,Off course some progress,2011,6.9,2013,18,2012,18,2011,20,2010,23,2009,24,2010,20.2,2.9,2012,10.4,0.9,2014,54,62,58,16,27,21,2011,19,1442,2011,Currently off course,2013,8,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,6,6,6,2008,34,38,31,2008,39,38,39,,,,,2012,94.4,2012,87,2013,55.6,2013,80,2013,9,2012,67.6,DHS,2013,72.3,DHS,2014,68.4,DHS,2012,,,,2012,30.9,2013,88,2012,88.3,31.60000038,21.60000038,12.19999981,7.5,207,365,467,469,42,41,43,44,2013,0.387,77,2012,1.132,2012,1.514,,,,15,2013,93,2012,88,2011,91,2010,91,2009,90,55,19,17,9,65,14,15,7,78,9,9,4,53,6,8,33,63,8,9,21,76,9,10,5,,,,,,,,,1.6,8.9,6.4,21.0,,,,,2014,Law,2003,Medium high,2011,Partial,,Mandatory,2011-2021,25,109,2010,"Available, partially implemented",Not available,2014,51,78,38,81,62
Philippines,Asia,Asia,South-Eastern Asia,101803,11665,50,8,33,32,31,31,30,2012,19,2009,18,2006,23,2003,23,2012,42,2009,41,2006,45,2003,45,2014,6598,2013,6326,2012,6005,2011,5721,2010,5614,2007,30,2013,30,3434,5,5,On course - Good progress,2013,5,567,-7.829999924,1.3,On course - At risk,2013,8,895,off course,,,,2008,34,,2008,21,2013,30,2011,34,2008,32,2003,34,1998,38,2011,10.2,2.8,,,,2014,21,26,24,4,7,5,2011,25,6199,2011,Currently off course,2013,14,1998,Mild iodine deficiency,2008,7,7,7,2008,37,40,34,2008,43,39,47,,,,,2011,78.1,2011,72,2013,49.7,2013,58,2013,17.5,1998,37,DHS,2003,33.5,DHS,2008,34,DHS,2012,0.2,2013,89,2011,55.3,2013,94,2005,44.5,26.29999924,21.29999924,13,13.5,499,419,498,492,43,43,40,41,2013,0.406,78,2004,1.153,2004,6,,,,8,2009,88,2008,86,2007,86,2006,86,2005,88,25,59,12,4,33,9,54,4,43,49,5,3,57,14,14,15,64,16,8,12,74,18,1,7,6.6,16.4,4.0,1.6,5.7,18.7,2.3,3.8,5.9,15.8,2.6,6.8,5.1,16.1,3.0,8.4,2014,Law,2003,Medium,2011,No,,Mandatory,2011-2016,35,39,2010,"Available, partially implemented","Available, partially implemented",,,,,,
